location,total_sqft,size,price,price_per_sqft
Old Madras Road,1299.0,2,9500000.0,7313.317936874519
Old Madras Road,2425.0,3,19700000.0,8123.711340206186
Old Madras Road,4000.0,4,22500000.0,5625.0
Old Madras Road,3900.0,4,17500000.0,4487.179487179487
Old Madras Road,2300.0,3,14200000.0,6173.913043478261
Old Madras Road,1350.0,3,4590000.0,3400.0
Old Madras Road,1157.0,2,4732000.0,4089.887640449438
Old Madras Road,3630.0,4,20700000.0,5702.479338842975
Old Madras Road,1210.0,2,7700000.0,6363.636363636364
Old Madras Road,2430.0,3,18000000.0,7407.407407407408
Old Madras Road,1165.0,2,4077000.0000000005,3499.570815450644
Old Madras Road,5020.0,5,28700000.0,5717.131474103586
Old Madras Road,935.0,2,3200000.0,3422.4598930481284
Old Madras Road,3715.0,4,21250000.0,5720.053835800808
Old Madras Road,1330.0,2,7400000.0,5563.909774436091
Old Madras Road,1720.0,3,10600000.0,6162.790697674419
Old Madras Road,2640.0,3,15000000.0,5681.818181818182
Old Madras Road,2990.0,3,17000000.0,5685.61872909699
Old Madras Road,1530.0,3,7634000.0,4989.5424836601305
Old Madras Road,935.0,2,3777000.0000000005,4039.5721925133694
Old Madras Road,1171.0,2,7300000.0,6233.98804440649
Old Madras Road,1630.0,3,11000000.0,6748.4662576687115
Old Madras Road,1165.0,2,5200000.0,4463.519313304721
Old Madras Road,2640.0,2,17000000.0,6439.393939393939
Old Madras Road,1165.0,2,5142000.0,4413.733905579399
Old Madras Road,1211.0,2,4500000.0,3715.9372419488027
Other,2770.0,3,29000000.0,10469.314079422382
Other,1100.0,2,4800000.0,4363.636363636364
Other,510.0,1,2525000.0,4950.980392156863
Other,1250.0,3,5600000.0,4480.0
Other,869.0,2,3600000.0,4142.692750287687
Other,1270.0,2,5000000.0,3937.0078740157483
Other,1500.0,2,18500000.0,12333.333333333334
Other,840.0,2,4500000.0,5357.142857142857
Other,4395.0,3,24000000.0,5460.750853242321
Other,2511.0,3,20500000.0,8164.078056551175
Other,1660.0,3,10500000.0,6325.301204819277
Other,1450.0,3,7000000.0,4827.586206896552
Other,1200.0,2,6500000.0,5416.666666666667
Other,1200.0,3,9000000.0,7500.0
Other,1007.0,2,4300000.0,4270.109235352532
Other,1200.0,2,5000000.0,4166.666666666667
Other,966.0,2,4990000.0,5165.631469979296
Other,782.0,2,5568000.0,7120.204603580562
Other,1800.0,3,12000000.0,6666.666666666667
Other,1413.0,3,7500000.0,5307.855626326964
Other,945.0,2,5400000.0,5714.285714285715
Other,1870.0,3,11000000.0,5882.35294117647
Other,1260.0,3,8505000.0,6750.0
Other,1612.0,3,4674000.0,2899.5037220843674
Other,2795.0,3,23500000.0,8407.871198568873
Other,1350.0,3,4800000.0,3555.5555555555557
Other,1904.0,3,15000000.0,7878.151260504202
Other,2000.0,3,17500000.0,8750.0
Other,1425.0,3,7500000.0,5263.1578947368425
Other,1470.0,3,7000000.0,4761.9047619047615
Other,1500.0,3,10000000.0,6666.666666666667
Other,1340.0,2,5570000.0,4156.7164179104475
Other,1783.0,3,11500000.0,6449.8037016264725
Other,912.0,3,7000000.0,7675.438596491228
Other,1207.0,2,4350000.0,3603.976801988401
Other,1798.0,3,8900000.0,4949.944382647386
Other,1580.0,3,10000000.0,6329.113924050633
Other,1415.0,3,7800000.0,5512.367491166077
Other,2000.0,4,7550000.0,3775.0
Other,2405.0,3,26000000.0,10810.81081081081
Other,1500.0,2,11500000.0,7666.666666666667
Other,1148.0,2,6000000.0,5226.480836236934
Other,1110.0,2,5500000.0,4954.954954954955
Other,1500.0,3,6500000.0,4333.333333333333
Other,1080.0,2,3900000.0,3611.1111111111113
Other,1060.0,2,6000000.0,5660.377358490566
Other,2600.0,8,18000000.0,6923.076923076923
Other,1644.0,3,8400000.0,5109.489051094891
Other,1285.0,2,7250000.0,5642.023346303502
Other,4050.0,3,28000000.0,6913.580246913581
Other,1060.0,2,5500000.0,5188.679245283019
Other,900.0,2,2250000.0,2500.0
Other,1280.0,2,6900000.0,5390.625
Other,3045.0,3,17000000.0,5582.922824302134
Other,1464.0,3,4600000.0,3142.0765027322404
Other,700.0,2,2600000.0,3714.285714285714
Other,900.0,2,11000000.0,12222.222222222223
Other,4111.0,4,25000000.0,6081.24543906592
Other,1084.0,2,5000000.0,4612.546125461255
Other,950.0,2,4700000.0,4947.368421052632
Other,2000.0,4,12000000.0,6000.0
Other,1560.0,3,11500000.0,7371.794871794872
Other,850.0,2,2700000.0,3176.470588235294
Other,1113.0,2,5100000.0,4582.210242587601
Other,1200.0,4,16500000.0,13750.0
Other,1200.0,2,5500000.0,4583.333333333333
Other,1645.0,3,9500000.0,5775.075987841945
Other,1200.0,2,7900000.0,6583.333333333333
Other,1230.0,2,4800000.0,3902.439024390244
Other,1350.0,3,14000000.0,10370.37037037037
Other,1800.0,3,15000000.0,8333.333333333334
Other,1592.0,3,7500000.0,4711.05527638191
Other,1762.0,3,12500000.0,7094.211123723042
Other,950.0,2,5000000.0,5263.1578947368425
Other,1308.0,2,8904000.0,6807.339449541284
Other,2023.71,3,27500000.0,13588.903548433324
Other,1629.0,3,7900000.0,4849.600982197668
Other,1460.0,2,5800000.0,3972.6027397260273
Other,1185.0,2,3800000.0,3206.7510548523205
Other,1760.0,3,8800000.0,5000.0
Other,1069.0,2,5500000.0,5144.9953227315245
Other,2150.0,3,24000000.0,11162.790697674418
Other,1450.0,3,5500000.0,3793.103448275862
Other,1630.0,3,6829000.000000001,4189.57055214724
Other,3309.0,4,32500000.0,9821.698398307646
Other,5000.0,11,36000000.0,7200.0
Other,850.0,2,3000000.0,3529.4117647058824
Other,1150.0,2,12600000.0,10956.521739130434
Other,1200.0,2,6200000.0,5166.666666666667
Other,4800.0,4,23500000.0,4895.833333333333
Other,1200.0,2,7400000.0,6166.666666666667
Other,1464.0,3,5600000.0,3825.136612021858
Other,2000.0,4,9900000.0,4950.0
Other,1753.0,3,12000000.0,6845.407872219053
Other,1000.0,2,5300000.0,5300.0
Other,720.0,2,4500000.0,6250.0
Other,1300.0,3,5800000.0,4461.538461538462
Other,1115.0,2,4000000.0,3587.4439461883408
Other,700.0,1,4100000.0,5857.142857142857
Other,1600.0,4,8000000.0,5000.0
Other,1595.0,3,11500000.0,7210.031347962383
Other,1353.0,2,11000000.0,8130.081300813008
Other,1200.0,1,8500000.0,7083.333333333333
Other,1028.0,2,4550000.0,4426.070038910506
Other,1385.0,3,4848000.0,3500.361010830325
Other,1325.0,3,9000000.0,6792.452830188679
Other,1600.0,3,5000000.0,3125.0
Other,1800.0,2,8000000.0,4444.444444444444
Other,1056.0,2,8000000.0,7575.757575757576
Other,1080.0,2,5000000.0,4629.62962962963
Other,1160.0,2,5500000.0,4741.379310344828
Other,1544.0,3,12000000.0,7772.020725388601
Other,540.0,1,3600000.0,6666.666666666667
Other,1578.0,3,18000000.0,11406.84410646388
Other,1180.0,2,4200000.0,3559.322033898305
Other,1600.0,2,11500000.0,7187.5
Other,416.0,1,1850000.0,4447.115384615385
Other,1260.0,2,4500000.0,3571.4285714285716
Other,1630.0,3,8500000.0,5214.7239263803685
Other,834.0,1,6000000.0,7194.244604316546
Other,1125.0,3,7000000.0,6222.222222222223
Other,3000.0,4,26000000.0,8666.666666666666
Other,2160.0,6,25000000.0,11574.074074074075
Other,1375.0,3,7000000.0,5090.909090909091
Other,469.0,1,2500000.0,5330.490405117271
Other,3600.0,6,16000000.0,4444.444444444444
Other,1160.0,2,5220000.0,4500.0
Other,1220.0,3,3522999.9999999995,2887.7049180327863
Other,1641.0,3,6600000.0,4021.9378427787933
Other,1630.0,2,20000000.0,12269.938650306749
Other,2072.0,3,10800000.0,5212.355212355213
Other,1200.0,3,7000000.0,5833.333333333333
Other,1350.0,3,7700000.0,5703.7037037037035
Other,4046.0,4,44500000.0,10998.517053880376
Other,1180.0,3,7834000.0,6638.983050847458
Other,1355.0,2,11500000.0,8487.084870848708
Other,600.0,1,5000000.0,8333.333333333334
Other,1875.0,3,16500000.0,8800.0
Other,600.0,2,5500000.0,9166.666666666666
Other,2300.0,3,12000000.0,5217.391304347826
Other,1240.0,2,6000000.0,4838.709677419355
Other,1750.0,3,12000000.0,6857.142857142857
Other,1230.0,2,4348000.0,3534.959349593496
Other,950.0,2,4400000.0,4631.578947368421
Other,1092.0,3,9850000.0,9020.14652014652
Other,1045.0,2,4500000.0,4306.2200956937795
Other,1570.0,3,6200000.0,3949.044585987261
Other,1325.0,3,5700000.0,4301.88679245283
Other,1200.0,4,8500000.0,7083.333333333333
Other,1202.0,2,4800000.0,3993.3444259567386
Other,1200.0,2,6250000.0,5208.333333333333
Other,425.0,1,2003000.0,4712.941176470588
Other,600.0,1,6000000.0,10000.0
Other,1468.0,2,14000000.0,9536.784741144415
Other,4300.0,4,55000000.0,12790.697674418605
Other,1750.0,3,8500000.0,4857.142857142857
Other,775.0,2,5500000.0,7096.774193548387
Other,1105.0,2,5800000.0,5248.868778280543
Other,1286.0,1,9300000.0,7231.726283048211
Other,445.0,1,2800000.0,6292.134831460674
Other,1602.0,3,7500000.0,4681.647940074907
Other,1352.0,3,13500000.0,9985.207100591717
Other,10961.0,4,8000000.0,729.8604141957851
Other,1566.0,3,8330000.0,5319.284802043423
Other,1780.0,3,8483000.0,4765.730337078651
Other,1200.0,4,9500000.0,7916.666666666667
Other,1976.0,3,18400000.0,9311.74089068826
Other,5500.0,4,60000000.0,10909.09090909091
Other,1286.0,2,4500000.0,3499.2223950233283
Other,1200.0,3,9500000.0,7916.666666666667
Other,2500.0,7,11500000.0,4600.0
Other,823.0,2,2800000.0,3402.187120291616
Other,1180.0,2,6900000.0,5847.457627118644
Other,686.0,1,1700000.0,2478.134110787172
Other,1500.0,4,18000000.0,12000.0
Other,2400.0,3,8000000.0,3333.3333333333335
Other,1282.0,2,8700000.0,6786.271450858035
Other,1611.0,3,6444000.0,4000.0
Other,1500.0,3,9500000.0,6333.333333333333
Other,1300.0,2,11500000.0,8846.153846153846
Other,530.0,1,2000000.0,3773.5849056603774
Other,1350.0,2,8000000.0,5925.925925925926
Other,900.0,2,2700000.0,3000.0
Other,2400.0,8,12500000.0,5208.333333333333
Other,1225.0,2,5300000.0,4326.530612244898
Other,1141.0,2,6200000.0,5433.829973707274
Other,4100.0,7,14000000.0,3414.6341463414633
Other,1286.0,1,11000000.0,8553.654743390358
Other,1175.0,2,4827000.0,4108.085106382979
Other,950.0,1,4000000.0,4210.526315789473
Other,4200.0,5,22500000.0,5357.142857142857
Other,1800.0,3,9000000.0,5000.0
Other,1600.0,5,12500000.0,7812.5
Other,1563.0,3,5200000.0,3326.935380678183
Other,1405.0,2,7000000.0,4982.20640569395
Other,1480.0,3,9000000.0,6081.081081081081
Other,1600.0,3,9000000.0,5625.0
Other,1286.0,2,2950000.0,2293.9346811819596
Other,1200.0,4,13500000.0,11250.0
Other,1200.0,2,3500000.0,2916.6666666666665
Other,1500.0,3,11500000.0,7666.666666666667
Other,1824.0,3,12500000.0,6853.070175438596
Other,750.0,1,5625000.0,7500.0
Other,1060.0,2,4200000.0,3962.264150943396
Other,1500.0,3,6200000.0,4133.333333333333
Other,1339.0,2,5500000.0,4107.542942494399
Other,1600.0,3,7500000.0,4687.5
Other,1225.0,2,5511000.0,4498.775510204082
Other,1000.0,2,5000000.0,5000.0
Other,6000.0,4,40000000.0,6666.666666666667
Other,2400.0,3,17000000.0,7083.333333333333
Other,1480.0,2,6500000.0,4391.891891891892
Other,1500.0,3,9800000.0,6533.333333333333
Other,3095.0,3,35000000.0,11308.562197092084
Other,910.0,2,3050000.0,3351.6483516483518
Other,1200.0,1,2800000.0,2333.3333333333335
Other,1133.0,2,5500000.0,4854.368932038835
Other,1560.0,5,14500000.0,9294.871794871795
Other,2900.0,5,9000000.0,3103.448275862069
Other,1560.0,3,18800000.0,12051.28205128205
Other,2000.0,3,8500000.0,4250.0
Other,14000.0,4,80000000.0,5714.285714285715
Other,485.0,1,1500000.0,3092.783505154639
Other,1384.0,3,6228000.0,4500.0
Other,1508.0,3,7025000.0,4658.488063660478
Other,2150.0,4,8000000.0,3720.9302325581393
Other,1600.0,3,5200000.0,3250.0
Other,1250.0,2,6200000.0,4960.0
Other,1200.0,3,13000000.0,10833.333333333334
Other,1050.0,2,6700000.0,6380.952380952381
Other,1596.0,3,10500000.0,6578.9473684210525
Other,1800.0,3,8000000.0,4444.444444444444
Other,1395.0,2,6359000.0,4558.4229390681
Other,1200.0,3,8500000.0,7083.333333333333
Other,1132.0,2,6700000.0,5918.727915194347
Other,1262.0,2,6300000.0,4992.076069730587
Other,1515.0,3,8800000.0,5808.580858085808
Other,1655.0,3,8606000.0,5200.0
Other,5000.0,7,29900000.0,5980.0
Other,1380.0,2,8000000.0,5797.101449275362
Other,1450.0,3,6500000.0,4482.758620689655
Other,1200.0,2,5400000.0,4500.0
Other,4346.0,4,50000000.0,11504.83202945237
Other,1178.0,2,4700000.0,3989.8132427843802
Other,1450.0,3,5075000.0,3500.0
Other,999.0,2,4500000.0,4504.504504504504
Other,2200.0,3,18700000.0,8500.0
Other,3329.0,3,33000000.0,9912.886752778611
Other,3600.0,4,30000000.0,8333.333333333334
Other,3500.0,4,45000000.0,12857.142857142857
Other,1595.0,3,7600000.0,4764.8902821316615
Other,1093.0,2,6500000.0,5946.935041171088
Other,1367.0,2,6200000.0,4535.479151426482
Other,1535.0,3,9500000.0,6188.9250814332245
Other,1015.0,2,4500000.0,4433.4975369458125
Other,1100.0,2,6270000.0,5700.0
Other,930.0,2,4500000.0,4838.709677419355
Other,1650.0,3,8000000.0,4848.484848484848
Other,2197.0,3,28000000.0,12744.651797906236
Other,1240.0,3,4600000.0,3709.6774193548385
Other,1100.0,2,6000000.0,5454.545454545455
Other,1600.0,4,17200000.0,10750.0
Other,1450.0,3,8500000.0,5862.068965517241
Other,2000.0,4,16600000.0,8300.0
Other,700.0,2,2700000.0,3857.1428571428573
Other,1050.0,2,4500000.0,4285.714285714285
Other,1250.0,3,3950000.0,3160.0
Other,1756.0,3,10000000.0,5694.760820045558
Other,1532.0,3,9200000.0,6005.221932114882
Other,1650.0,3,11000000.0,6666.666666666667
Other,1200.0,2,6600000.0,5500.0
Other,1180.0,2,4800000.0,4067.7966101694915
Other,1525.0,3,12200000.0,8000.0
Other,1435.0,3,7000000.0,4878.048780487805
Other,1560.0,3,6600000.0,4230.7692307692305
Other,1070.0,2,4200000.0,3925.233644859813
Other,2400.0,4,20000000.0,8333.333333333334
Other,1000.0,2,13000000.0,13000.0
Other,1300.0,2,6000000.0,4615.384615384615
Other,3040.0,2,18000000.0,5921.0526315789475
Other,1194.0,2,4700000.0,3936.348408710218
Other,1310.0,3,5000000.0,3816.793893129771
Other,1390.0,3,12000000.0,8633.093525179856
Other,1200.0,4,7200000.0,6000.0
Other,1135.0,2,6800000.0,5991.1894273127755
Other,900.0,2,5500000.0,6111.111111111111
Other,1378.0,3,4233000.0,3071.843251088534
Other,1210.0,2,6200000.0,5123.966942148761
Other,2500.0,3,25000000.0,10000.0
Other,1600.0,3,8000000.0,5000.0
Other,1100.0,2,5000000.0,4545.454545454545
Other,1269.72,2,6800000.0,5355.511451343603
Other,1168.0,3,7000000.0,5993.1506849315065
Other,1552.0,2,5100000.0,3286.082474226804
Other,2100.0,4,15500000.0,7380.952380952381
Other,1300.0,2,6500000.0,5000.0
Other,1515.0,3,9393000.0,6200.0
Other,2400.0,4,8500000.0,3541.6666666666665
Other,1243.0,2,5800000.0,4666.130329847144
Other,1616.0,3,7500000.0,4641.089108910891
Other,1800.0,5,4450000.0,2472.222222222222
Other,2700.0,6,21400000.0,7925.925925925926
Other,2000.0,3,21000000.0,10500.0
Other,2400.0,5,30000000.0,12500.0
Other,1760.0,3,17600000.0,10000.0
Other,595.0,1,4200000.0,7058.823529411765
Other,1410.0,2,6700000.0,4751.77304964539
Other,1090.0,2,3148000.0,2888.0733944954127
Other,1254.0,2,5300000.0,4226.475279106858
Other,2800.0,7,12500000.0,4464.285714285715
Other,1170.0,2,8600000.0,7350.427350427351
Other,2200.0,4,23500000.0,10681.818181818182
Other,1286.0,3,9500000.0,7387.2472783825815
Other,920.0,2,3500000.0,3804.3478260869565
Other,2400.0,4,14200000.0,5916.666666666667
Other,1280.0,2,4000000.0,3125.0
Other,3817.0,2,12400000.0,3248.6245742729893
Other,1650.0,3,17500000.0,10606.060606060606
Other,840.0,2,2700000.0,3214.285714285714
Other,1670.0,3,9186000.0,5500.5988023952095
Other,1242.0,2,3970000.0000000005,3196.45732689211
Other,1690.0,3,5500000.0,3254.437869822485
Other,1488.0,3,5700000.0,3830.6451612903224
Other,1250.0,3,8000000.0,6400.0
Other,1650.0,3,16000000.0,9696.969696969696
Other,1494.0,3,9455000.0,6328.647925033467
Other,800.0,2,5000000.0,6250.0
Other,1225.0,2,15000000.0,12244.897959183674
Other,1260.0,2,5800000.0,4603.174603174603
Other,3675.0,4,36700000.0,9986.394557823129
Other,1200.0,2,15000000.0,12500.0
Other,1250.0,2,6500000.0,5200.0
Other,1225.0,2,4800000.0,3918.3673469387754
Other,2000.0,3,10000000.0,5000.0
Other,1614.0,3,11000000.0,6815.365551425031
Other,1188.0,2,7300000.0,6144.781144781145
Other,52272.0,3,14000000.0,267.82981328435875
Other,680.0,2,4200000.0,6176.470588235294
Other,2400.0,2,9500000.0,3958.3333333333335
Other,1045.0,2,4200000.0,4019.1387559808613
Other,955.0,2,5355000.0,5607.3298429319375
Other,1115.0,2,5687000.0,5100.448430493274
Other,2479.13,3,21500000.0,8672.39717158842
Other,1100.0,2,10600000.0,9636.363636363636
Other,1690.0,3,7500000.0,4437.869822485207
Other,1068.0,2,4004999.9999999995,3749.9999999999995
Other,1925.0,3,12000000.0,6233.766233766234
Other,650.0,1,2600000.0,4000.0
Other,1410.0,3,4512000.0,3200.0
Other,2000.0,3,20700000.0,10350.0
Other,1050.0,2,11000000.0,10476.190476190477
Other,1130.0,3,3800000.0,3362.83185840708
Other,2204.0,3,30500000.0,13838.47549909256
Other,900.0,2,4500000.0,5000.0
Other,1550.0,3,7000000.0,4516.129032258064
Other,916.0,2,4200000.0,4585.152838427947
Other,1358.0,3,5000000.0,3681.8851251840942
Other,1936.0,3,5421000.0,2800.103305785124
Other,1685.0,3,11000000.0,6528.189910979228
Other,850.0,2,3300000.0,3882.3529411764707
Other,1550.0,3,11000000.0,7096.774193548387
Other,500.0,1,2000000.0,4000.0
Other,1146.0,2,3850000.0,3359.5113438045373
Other,3155.0,3,37000000.0,11727.41679873217
Other,1765.0,3,10500000.0,5949.008498583569
Other,1265.0,2,7000000.0,5533.596837944664
Other,1012.0,2,5900000.0,5830.0395256917
Other,2045.0,3,15400000.0,7530.562347188264
Other,4400.0,7,12000000.0,2727.2727272727275
Other,2400.0,6,28000000.0,11666.666666666666
Other,581.91,1,2500000.0,4296.197006409926
Other,1158.0,3,8500000.0,7340.241796200346
Other,1210.0,2,6000000.0,4958.677685950413
Other,1150.0,2,4025000.0,3500.0
Other,1100.0,2,5500000.0,5000.0
Other,4750.0,4,60000000.0,12631.578947368422
Other,1840.0,3,15500000.0,8423.91304347826
Other,1350.0,2,18500000.0,13703.703703703704
Other,824.0,2,6000000.0,7281.553398058252
Other,1340.0,3,10000000.0,7462.686567164179
Other,1620.0,3,11000000.0,6790.123456790124
Other,1533.0,3,11500000.0,7501.630789302022
Other,1560.0,3,8500000.0,5448.717948717948
Other,1375.0,3,4806000.0,3495.2727272727275
Other,750.0,1,2500000.0,3333.3333333333335
Other,1375.0,3,8500000.0,6181.818181818182
Other,1095.0,2,4000000.0,3652.9680365296804
Other,1440.0,3,6033000.0,4189.583333333333
Other,1200.0,2,4950000.0,4125.0
Other,975.0,2,4300000.0,4410.25641025641
Other,2800.0,5,20000000.0,7142.857142857143
Other,900.0,2,4200000.0,4666.666666666667
Other,1500.0,3,8800000.0,5866.666666666667
Other,1010.0,2,4600000.0,4554.455445544554
Other,1140.0,2,7600000.0,6666.666666666667
Other,1198.0,2,8400000.0,7011.686143572621
Other,4000.0,4,52000000.0,13000.0
Other,1470.0,4,3450000.0,2346.938775510204
Other,1370.0,2,7500000.0,5474.4525547445255
Other,1316.0,2,5550000.0,4217.325227963526
Other,2400.0,6,11000000.0,4583.333333333333
Other,1000.0,2,5500000.0,5500.0
Other,1200.0,2,12500000.0,10416.666666666666
Other,1313.0,2,5827000.0,4437.928408225438
Other,936.0,2,4200000.0,4487.179487179487
Other,1050.0,1,7000000.0,6666.666666666667
Other,1200.0,3,8000000.0,6666.666666666667
Other,1200.0,4,16900000.0,14083.333333333334
Other,1256.0,2,6000000.0,4777.070063694267
Other,1020.0,2,3700000.0,3627.450980392157
Other,830.0,2,3400000.0,4096.385542168675
Other,1210.0,2,4000000.0,3305.785123966942
Other,1520.0,2,6200000.0,4078.9473684210525
Other,2300.0,3,8000000.0,3478.2608695652175
Other,400.0,1,1400000.0,3500.0
Other,946.0,2,3800000.0,4016.913319238901
Other,1575.0,5,15000000.0,9523.809523809523
Other,860.0,2,4300000.0,5000.0
Other,4800.0,4,62900000.0,13104.166666666666
Other,1200.0,2,7000000.0,5833.333333333333
Other,1700.0,3,8000000.0,4705.882352941177
Other,6040.0,5,17000000.0,2814.569536423841
Other,1300.0,2,7900000.0,6076.923076923077
Other,1311.0,2,4800000.0,3661.3272311212813
Other,3500.0,4,35000000.0,10000.0
Other,1400.0,3,5500000.0,3928.5714285714284
Other,1000.0,3,11000000.0,11000.0
Other,1942.0,3,10200000.0,5252.317198764161
Other,950.0,2,4500000.0,4736.8421052631575
Other,1022.0,2,5200000.0,5088.062622309198
Other,2000.0,4,2500000.0,1250.0
Other,990.0,2,4455000.0,4500.0
Other,2400.0,3,26000000.0,10833.333333333334
Other,1533.0,3,8500000.0,5544.683626875408
Other,1475.0,3,7000000.0,4745.762711864407
Other,1135.0,2,5500000.0,4845.814977973569
Other,1452.55,2,11000000.0,7572.889057175313
Other,2357.0,3,15100000.0,6406.448875689436
Other,1170.0,2,10500000.0,8974.358974358975
Other,1411.0,3,9172000.0,6500.3543586109145
Other,1200.0,2,4400000.0,3666.6666666666665
Other,3095.0,3,37500000.0,12116.316639741519
Other,1350.0,2,6750000.0,5000.0
Other,1100.0,3,7800000.0,7090.909090909091
Other,1240.0,2,4379000.0,3531.451612903226
Other,3600.0,4,36500000.0,10138.888888888889
Other,4000.0,4,17000000.0,4250.0
Other,1945.0,3,12000000.0,6169.665809768638
Other,1465.0,3,7472000.0,5100.341296928327
Other,1650.0,3,16500000.0,10000.0
Other,351.0,1,1600000.0,4558.404558404558
Other,1550.0,3,15000000.0,9677.41935483871
Other,1360.0,3,5927000.0,4358.088235294118
Other,1150.0,3,7500000.0,6521.739130434783
Other,1200.0,3,7400000.0,6166.666666666667
Other,1229.0,3,8603000.0,7000.0
Other,1030.0,2,6100000.0,5922.330097087379
Other,600.0,1,3200000.0,5333.333333333333
Other,1165.0,2,13500000.0,11587.982832618025
Other,1107.0,2,3300000.0,2981.029810298103
Other,1520.0,3,8000000.0,5263.1578947368425
Other,3000.0,4,24000000.0,8000.0
Other,1050.0,2,3800000.0,3619.0476190476193
Other,1315.0,2,9000000.0,6844.106463878327
Other,1210.0,2,7200000.0,5950.413223140496
Other,11338.0,6,100000000.0,8819.897689186806
Other,1215.0,3,4220000.0,3473.251028806584
Other,1445.0,3,6400000.0,4429.065743944637
Other,1170.0,2,6800000.0,5811.965811965812
Other,1600.0,2,11000000.0,6875.0
Other,955.0,2,3401000.0,3561.256544502618
Other,1370.0,3,7500000.0,5474.4525547445255
Other,1187.0,2,4500000.0,3791.0699241786015
Other,1100.0,2,3845000.0000000005,3495.454545454546
Other,1700.0,3,9700000.0,5705.882352941177
Other,1900.0,3,16000000.0,8421.052631578947
Other,1360.0,3,5500000.0,4044.1176470588234
Other,1100.0,2,7500000.0,6818.181818181818
Other,1929.0,3,11500000.0,5961.638154484189
Other,3161.0,4,21400000.0,6770.00949066751
Other,1020.0,2,4000000.0,3921.5686274509803
Other,3515.0,3,42000000.0,11948.790896159317
Other,1051.0,2,3300000.0,3139.8667935299713
Other,1100.0,2,7000000.0,6363.636363636364
Other,1455.0,3,5600000.0,3848.7972508591065
Other,440.0,1,2800000.0,6363.636363636364
Other,4200.0,4,25500000.0,6071.428571428572
Other,1300.0,3,4900000.0,3769.230769230769
Other,1400.0,2,6700000.0,4785.714285714285
Other,1200.0,2,5300000.0,4416.666666666667
Other,1535.0,3,5500000.0,3583.061889250814
Other,3000.0,3,25000000.0,8333.333333333334
Other,1100.0,2,6100000.0,5545.454545454545
Other,1260.0,1,4100000.0,3253.968253968254
Other,1500.0,1,3750000.0,2500.0
Other,600.0,1,1700000.0,2833.3333333333335
Other,1360.0,3,6500000.0,4779.411764705882
Other,1165.0,2,7500000.0,6437.768240343347
Other,1272.0,3,7500000.0,5896.226415094339
Other,965.0,2,4500000.0,4663.21243523316
Other,1600.0,5,14000000.0,8750.0
Other,1286.0,2,3800000.0,2954.898911353033
Other,780.0,2,2500000.0,3205.128205128205
Other,1000.0,3,6500000.0,6500.0
Other,1121.0,2,4372000.0,3900.0892060660126
Other,2400.0,3,32500000.0,13541.666666666666
Other,1463.0,2,14200000.0,9706.083390293916
Other,1306.0,3,5800000.0,4441.04134762634
Other,2401.0,3,18500000.0,7705.12286547272
Other,1875.0,3,23500000.0,12533.333333333334
Other,1225.0,2,4700000.0,3836.734693877551
Other,890.0,1,7500000.0,8426.966292134832
Other,1110.0,2,5100000.0,4594.594594594595
Other,1300.0,2,5400000.0,4153.846153846154
Other,2400.0,3,29000000.0,12083.333333333334
Other,960.0,2,3200000.0,3333.3333333333335
Other,1690.0,3,10000000.0,5917.15976331361
Other,799.0,2,3800000.0,4755.944931163955
Other,1355.0,3,6100000.0,4501.845018450184
Other,1350.0,2,9000000.0,6666.666666666667
Other,1460.0,3,8800000.0,6027.397260273972
Other,1685.0,3,9500000.0,5637.982195845697
Other,1194.0,2,4600000.0,3852.5963149078725
Other,800.0,1,5200000.0,6500.0
Other,4000.0,4,28000000.0,7000.0
Other,1100.0,2,5300000.0,4818.181818181818
Other,792.0,2,7000000.0,8838.38383838384
Other,2000.0,5,10300000.0,5150.0
Other,2400.0,5,23500000.0,9791.666666666666
Other,2100.0,3,7500000.0,3571.4285714285716
Other,1215.0,3,4650000.0,3827.1604938271603
Other,461.82,1,3170000.0,6864.146204148803
Other,1500.0,3,8500000.0,5666.666666666667
Other,1065.0,2,5000000.0,4694.835680751174
Other,1205.0,2,4218000.0,3500.414937759336
Other,1260.0,2,7500000.0,5952.380952380952
Other,1199.0,2,5000000.0,4170.141784820684
Other,12000.0,10,52500000.0,4375.0
Other,1070.0,2,3300000.0,3084.11214953271
Other,2820.0,3,28500000.0,10106.382978723404
Other,1950.0,3,13000000.0,6666.666666666667
Other,1326.0,2,6217000.0,4688.536953242836
Other,4051.0,4,34500000.0,8516.415699827203
Other,1308.0,2,9266000.0,7084.0978593272175
Other,2100.0,3,17000000.0,8095.238095238095
Other,1991.0,3,16000000.0,8036.162732295329
Other,1234.0,2,6100000.0,4943.273905996759
Other,1200.0,3,6600000.0,5500.0
Other,2220.0,3,6500000.0,2927.927927927928
Other,3000.0,4,34200000.0,11400.0
Other,2400.0,6,24500000.0,10208.333333333334
Other,1375.0,2,10500000.0,7636.363636363636
Other,1693.0,3,10800000.0,6379.208505611341
Other,1160.0,2,4175000.0,3599.137931034483
Other,1175.0,2,4800000.0,4085.1063829787236
Other,600.0,2,2300000.0,3833.3333333333335
Other,1364.0,2,7000000.0,5131.964809384164
Other,1150.0,3,7750000.0,6739.130434782609
Other,1146.0,2,3950000.0,3446.7713787085513
Other,1110.0,2,4100000.0,3693.6936936936936
Other,1156.0,2,4950000.0,4282.006920415225
